myv_van_id,age_combined,gender_combined,ethnicity_combined,zip,registration_date,van_precinct_name,state_house_district_latest,state_senate_district_latest,us_cong_district_latest
37835355,24,U,B,75228,2015-11-05,1065,100,023,030
40915631,26,U,,75150,2018-11-06,1300,107,002,005
40802481,47,U,,75043,2018-10-20,1722,113,002,032
38944227,56,U,B,75041,2016-11-08,1729,113,002,032
4055165,62,U,B,75081,2000-11-02,2514,102,008,032
3641764,102,U,B,75232,1996-07-07,3066,111,023,030
40066255,23,U,,75043,2018-06-13,3702,113,002,032
40796294,27,U,,75051,2018-10-26,4059,104,009,033
40777246,22,U,,75051,2018-10-26,4059,104,009,033
40914494,46,U,,75052,2018-11-06,4500,111,023,030
40396367,18,U,,75060,2018-06-20,4601,105,009,033
40397852,21,F,,75231,2018-03-10,1000,114,016,005
33471752,54,F,H,75231,2015-02-22,1000,114,016,005
4383260,51,F,B,75231,2005-11-03,1000,114,016,005
39331817,46,F,H,75231,2017-02-09,1000,114,016,005
37226721,22,F,H,75231,2014-10-23,1000,114,016,005
38204690,33,F,W,75231,2016-03-31,1000,114,016,005
4095591,63,F,B,75231,1998-09-17,1000,114,016,005
38470479,48,F,A,75231,2016-05-14,1001,108,016,005
32765482,37,F,W,75231,2014-01-01,1002,114,016,005
38772098,27,F,W,75231,2016-09-01,1002,114,016,005
31819378,58,F,W,75231,2012-11-03,1002,114,016,005
2688584,62,F,W,75231,2014-11-04,1002,114,016,005
13684140,30,F,W,75231,2011-05-05,1002,114,016,005
17538982,76,F,W,75231,2008-03-28,1002,114,016,005
3568805,89,F,W,75231,1992-04-19,1002,114,016,005
41046929,26,F,,75243,2018-11-29,1003,114,008,032
38772154,31,F,B,75243,2016-10-09,1003,114,008,032
31797682,37,F,H,75243,2012-11-01,1003,114,008,032
25885209,56,F,W,75243,2012-07-23,1003,114,008,032
3680193,54,F,B,75243,1995-08-26,1003,114,008,032
31796647,29,F,B,75243,2012-11-03,1003,114,008,032
38944229,39,F,B,75243,2016-11-08,1004,114,016,032
37669393,21,F,B,75243,2015-04-29,1004,114,016,032
519089,50,F,B,75243,2009-06-11,1004,114,016,032
32335328,23,F,B,75243,2013-05-26,1004,114,016,032
32621584,65,F,B,75243,2013-11-28,1004,114,016,032
3476943,67,F,W,75243,1982-04-08,1004,114,016,032
3342715,59,F,W,75243,2012-12-06,1005,114,016,032
20201188,30,F,B,75243,2008-10-23,1005,114,016,032
11106538,83,F,W,75243,2009-04-13,1005,114,016,032
3356930,87,F,W,75243,1976-03-31,1005,114,016,032
4192774,36,F,W,75243,2004-09-25,1005,114,016,032
40813884,18,F,,75243,2018-10-05,1005,114,016,032
3512803,83,F,W,75243,1992-11-23,1005,114,016,032
3853155,72,F,W,75243,2000-10-02,1005,114,016,032
3477898,64,F,W,75243,1984-04-04,1006,114,016,032
4201015,32,F,W,75243,2004-10-10,1006,114,016,032
4153992,44,F,W,75243,2002-08-21,1006,114,016,032
3202760,78,F,W,75243,1976-03-31,1006,114,016,032
3243614,67,F,W,75243,1982-03-01,1006,114,016,032
4095467,46,F,W,75243,1998-08-20,1006,114,016,032
2131809,60,F,W,75243,1990-11-06,1006,114,016,032
3644223,66,F,W,75243,1987-12-05,1006,114,016,032
13675764,33,F,W,75243,2018-04-21,1006,114,016,032
4912707,35,F,W,75243,2008-10-08,1006,114,016,032
3437860,66,F,W,75231,1976-05-01,1007,114,016,032
3344680,96,F,W,75231,1976-03-31,1008,114,016,032
13539114,92,F,W,75231,1976-03-31,1008,114,016,032
21412516,73,F,B,75231,2011-09-23,1008,114,016,032
3545815,92,F,W,75231,1976-03-31,1008,114,016,032
32494875,64,F,B,75231,2017-07-26,1008,114,016,032
3730502,80,F,W,75231,1994-12-11,1008,114,016,032
39861350,36,F,B,75231,2017-10-18,1008,114,016,032
41006712,28,F,,75231,2018-11-28,1008,114,016,032
39327628,35,F,A,75231,2017-03-31,1008,114,016,032
37156137,53,F,B,75231,2018-11-04,1009,114,016,005
31795296,29,F,B,75231,2012-11-09,1009,114,016,005
40794448,39,F,,75231,2018-10-22,1009,114,016,005
3685519,46,F,B,75231,1990-03-28,1009,114,016,005
37389471,45,F,W,75231,2014-12-10,1009,114,016,005
26124166,22,F,B,75230,2015-08-30,1010,114,016,032
41315210,30,F,,75230,2019-04-19,1010,114,016,032
40925927,25,F,,75230,2018-11-04,1010,114,016,032
22848611,53,F,W,75230,2012-11-06,1010,114,016,032
37931801,22,F,W,75230,2015-11-20,1010,114,016,032
39854284,29,F,W,75230,2017-12-08,1010,114,016,032
3666862,76,F,W,75231,1990-12-06,1011,114,016,005
39327706,19,F,H,75231,2017-03-06,1011,114,016,005
4240779,33,F,B,75231,2004-03-01,1011,114,016,005
20518677,27,F,B,75231,2010-02-22,1011,114,016,005
29171653,24,F,W,75231,2016-10-29,1011,114,016,005
19648975,37,F,W,75204,2015-11-12,1013,108,016,032
40396468,27,F,,75204,2018-06-30,1013,108,016,032
39857480,24,F,W,75204,2017-11-07,1013,108,016,032
40917988,22,F,,75204,2018-11-18,1013,108,016,032
37393491,54,F,W,75204,2014-11-21,1013,108,016,032
39857496,26,F,W,75204,2017-11-11,1013,108,016,032
11243871,34,F,W,75204,2015-03-19,1013,108,016,032
32569627,29,F,W,75204,2015-05-14,1013,108,016,032
37941505,62,F,W,75204,2015-09-11,1013,108,016,032
37725157,37,F,A,75204,2016-11-08,1013,108,016,032
39857475,33,F,W,75204,2017-11-24,1013,108,016,032
41191710,22,F,,75204,2019-03-29,1013,108,016,032
40463596,24,F,,75204,2018-07-25,1013,108,016,032
37387655,32,F,W,75204,2014-11-28,1013,108,016,032
20200344,28,F,W,75204,2008-10-10,1013,108,016,032
38474647,59,F,W,75204,2016-05-01,1013,108,016,032
37945121,37,F,W,75204,2015-11-13,1013,108,016,032
37669681,33,F,W,75204,2015-05-08,1013,108,016,032
37669575,26,F,W,75204,2015-05-10,1013,108,016,032
40794273,27,F,,75204,2018-11-06,1013,108,016,032
41304718,30,F,,75204,2019-05-11,1014,108,023,032
28883926,25,F,W,75204,2017-12-22,1014,108,023,032
39584858,26,F,W,75204,2017-08-18,1014,108,023,032
40807345,26,F,,75204,2018-11-06,1014,108,023,032
3556988,70,F,W,75204,1980-12-01,1014,108,023,032
13512136,32,F,W,75204,2010-04-17,1014,108,023,032
20528135,26,F,W,75204,2015-05-28,1014,108,023,032
21062543,28,F,W,75204,2018-10-27,1014,108,023,032
37492366,31,F,W,75204,2015-03-11,1014,108,023,032
31868494,25,F,H,75204,2018-03-09,1014,108,023,032
3752613,42,F,H,75204,1998-06-11,1014,108,023,032
3536602,61,F,W,75204,1977-12-31,1014,108,023,032
3674383,60,F,W,75206,1990-11-06,1015,108,023,032
20796575,28,F,W,75206,2010-11-06,1015,108,023,032
40584591,33,F,,75206,2018-09-04,1015,108,023,032
37944889,36,F,W,75204,2015-11-06,1015,108,023,032
37275497,29,F,W,75206,2014-10-23,1015,108,023,032
3506611,57,F,W,75206,1984-09-22,1015,108,023,032
37944892,30,F,W,75206,2015-09-26,1015,108,023,032
31498743,25,F,W,75206,2018-11-06,1015,108,023,032
40806639,26,F,,75206,2018-10-26,1015,108,023,032
21053632,25,F,W,75206,2016-11-30,1015,108,023,032
3073590,73,F,W,75206,1976-03-31,1015,108,023,032
3904452,48,F,W,75206,1998-01-22,1017,108,023,032
13551349,40,F,W,75206,2010-10-25,1017,108,023,032
3686325,45,F,W,75206,1991-09-08,1017,108,023,032
39017811,37,F,W,75206,2016-11-06,1017,108,023,032
13260578,36,F,W,75206,2006-07-02,1019,108,023,032
4274176,65,F,W,75206,2002-02-07,1019,108,023,032
38772706,34,F,W,75206,2016-10-13,1019,108,023,032
40468533,36,F,,75206,2018-06-21,1019,108,023,032
20826040,66,F,W,75206,2010-12-03,1019,108,023,032
38478145,52,F,W,75206,2016-06-24,1019,108,023,032
21048921,31,F,W,75206,2011-05-09,1019,108,023,032
3459940,48,F,W,75206,1988-07-26,1019,108,023,032
20290837,34,F,W,75205,2012-11-06,1020,108,016,032
37499705,32,F,W,75205,2015-02-04,1020,108,016,032
37285991,34,F,W,75205,2014-10-04,1020,108,016,032
13507576,63,F,W,75205,1978-05-01,1020,108,016,032
21123210,31,F,W,75205,2012-11-02,1020,108,016,032
6791634,64,F,W,75205,2018-07-26,1020,108,016,032
3747020,64,F,W,75219,1995-02-13,1021,108,016,032
20288922,28,F,W,75219,2018-04-23,1021,108,016,032
3217551,71,F,W,75219,1976-03-31,1021,108,016,032
3640938,66,F,W,75219,1996-02-11,1021,108,016,032
3713682,54,F,B,75219,1998-03-10,1021,108,016,032
11112553,79,F,W,75219,2018-11-09,1021,108,016,032
39021700,32,F,H,75219,2016-11-18,1022,103,016,032
2714357,37,F,H,75219,2016-07-07,1022,103,016,032
25472210,32,F,A,75219,2012-11-14,1022,103,016,032
4230861,53,F,W,75219,2004-09-24,1022,103,016,032
379762,55,F,W,75219,2014-07-18,1022,103,016,032
28993867,31,F,W,75219,2014-02-27,1022,103,016,032
31796177,70,F,W,75219,1984-11-08,1022,103,016,032
36953779,63,F,W,75219,2014-04-16,1022,103,016,032
4301409,60,F,W,75219,2005-06-18,1022,103,016,032
20804700,59,F,W,75219,2010-11-14,1022,103,016,032
3772304,48,F,W,75219,1999-11-28,1022,103,016,032
31830026,28,F,W,75219,2012-10-21,1022,103,016,032
32336187,50,F,W,75219,2013-05-27,1022,103,016,032
32336201,23,F,W,75219,2013-08-22,1022,103,016,032
20663272,32,F,W,75219,2010-01-28,1022,103,016,032
40467047,30,F,,75219,2018-04-08,1022,103,016,032
38772792,87,F,H,75219,2016-09-24,1022,103,016,032
38186891,56,F,W,75219,2016-02-26,1022,103,016,032
38772867,58,F,W,75214,2016-08-05,1023,108,023,032
39332543,30,F,W,75214,2017-02-24,1023,108,023,032
2047890,73,F,H,75214,1983-10-21,1023,108,023,032
2052211,46,F,H,75214,1990-08-25,1023,108,023,032
10568097,37,F,W,75214,2008-02-28,1023,108,023,032
3614087,47,F,W,75214,1989-11-28,1023,108,023,032
3585694,62,F,W,75214,1987-04-15,1023,108,023,032
4228847,40,F,W,75214,2004-04-10,1023,108,023,032
40446440,30,F,W,75214,2018-02-21,1023,108,023,032
4432094,60,F,W,75214,2015-05-09,1023,108,023,032
3201085,76,F,W,75214,1976-03-31,1023,108,023,032
3858147,55,F,W,75243,1994-10-12,1026,102,008,032
40584513,18,F,,75243,2018-09-14,1026,102,008,032
4004100,42,F,B,75243,1996-11-05,1027,102,008,032
2170240,52,F,B,75243,2001-06-10,1027,102,008,032
28997007,25,F,H,75243,2011-10-15,1027,102,008,032
3427091,87,F,W,75243,1980-07-01,1027,102,008,032
20088446,74,F,W,75243,2009-06-20,1027,102,008,032
4262086,32,F,W,75243,2004-11-01,1027,102,008,032
37676936,37,F,B,75243,2015-04-26,1027,102,008,032
29252114,33,F,B,75243,2012-06-29,1027,102,008,032
40971669,19,F,,75243,2018-12-28,1027,102,008,032
20181046,59,F,B,75243,2009-02-12,1027,102,008,032
3572767,44,F,B,75243,1995-02-06,1027,102,008,032
14771721,47,F,W,75243,2008-10-30,1027,102,008,032
17363982,95,F,A,75243,2007-04-12,1027,102,008,032
40645142,47,F,,75243,2018-09-26,1027,102,008,032
32622083,23,F,B,75243,2014-01-16,1027,102,008,032
3653337,66,F,B,75243,1996-05-10,1027,102,008,032
3847006,78,F,B,75243,1997-06-04,1028,102,008,032
37673855,29,F,B,75243,2015-05-30,1028,102,008,032
2325569,64,F,W,75243,2000-03-14,1028,102,008,032
3458860,62,F,W,75243,1986-10-18,1028,102,008,032
39588915,40,F,B,75243,2017-04-22,1029,102,008,032
40568934,28,F,,75243,2018-08-26,1029,102,008,032
37853237,21,F,H,75243,2015-09-05,1030,102,008,032
29035519,28,F,B,75243,2011-11-14,1030,102,008,032
3568798,60,F,B,75243,1992-04-14,1030,102,008,032
23303158,51,F,A,75243,2012-02-19,1030,102,008,032
36949954,45,F,B,75243,2014-04-19,1030,102,008,032
13199359,53,F,B,75243,2006-07-23,1030,102,008,032
4168272,39,F,W,75243,2002-11-16,1030,102,008,032
32622193,80,F,B,75243,2014-01-03,1030,102,008,032
3483423,60,F,B,75243,1992-08-21,1030,102,008,032
20775069,43,F,W,75254,2018-07-01,1032,102,016,032
2878116,55,F,W,75254,2002-09-15,1032,102,016,032
17754359,29,F,W,75254,2017-01-29,1032,102,016,032
41006588,55,F,,75240,2018-11-06,1033,102,016,032
3202774,83,F,W,75240,1976-03-31,1033,102,016,032
39589041,29,F,W,75240,2017-08-23,1033,102,016,032
3455157,62,F,W,75254,1980-07-31,1033,102,016,032
17518761,47,F,B,75254,2010-08-05,1033,102,016,032
3551134,63,F,W,75240,1984-10-19,1035,102,016,032
13168917,41,F,W,75240,2006-09-28,1036,102,008,032
20777094,76,F,W,75240,2010-10-28,1036,102,008,032
39022142,37,F,B,75240,2016-10-24,1036,102,008,032
3648058,88,F,W,75240,1992-10-04,1036,102,008,032
3572196,51,F,H,75240,1994-10-20,1036,102,008,032
3351364,71,F,W,75240,1984-11-06,1037,102,008,032
3892749,86,F,W,75240,2000-11-04,1037,102,008,032
3727970,66,F,B,75240,1992-10-25,1037,102,008,032
4278932,48,F,H,75240,2004-02-05,1037,102,008,032
3619245,52,F,B,75240,1994-11-30,1037,102,008,032
39592782,35,F,W,75243,2017-05-17,1038,112,016,005
3076792,54,F,B,75243,2008-10-25,1038,112,016,005
13414160,45,F,B,75243,1996-11-03,1038,112,016,005
37129945,55,F,H,75243,2014-09-17,1038,112,016,005
37222732,23,F,H,75243,2014-07-30,1038,112,016,005
31820720,48,F,B,75243,2012-09-29,1038,112,016,005
38205910,21,F,H,75243,2016-03-01,1038,112,016,005
32622302,55,F,H,75243,2013-09-04,1038,112,016,005
19703266,55,F,B,75243,2013-12-12,1038,112,016,005
2934682,57,F,B,75243,2008-02-11,1038,112,016,005
36970029,55,F,B,75238,2014-04-30,1039,114,016,005
36970031,37,F,B,75238,2014-04-30,1039,114,016,005
38486220,21,F,B,75231,2016-08-26,1040,114,016,032
3666058,73,F,W,75231,1989-04-29,1040,114,016,032
4300133,59,F,B,75231,2004-11-17,1040,114,016,032
39592813,36,F,W,75243,2017-07-16,1040,114,016,032
3556625,78,F,W,75238,1980-10-01,1040,114,016,032
20265565,58,F,B,75243,2008-10-27,1041,114,016,032
25539289,35,F,B,75243,2015-04-02,1042,112,016,032
38486276,30,F,W,75243,2016-05-07,1042,112,016,032
38486274,29,F,B,75243,2016-08-06,1042,112,016,032
39597756,19,F,B,75243,2017-08-09,1042,112,016,032
39592889,20,F,B,75243,2017-07-08,1042,112,016,032
20309224,57,F,B,75243,2012-04-07,1042,112,016,032
32761442,37,F,B,75243,2014-02-22,1042,112,016,032
4601541,33,F,B,75243,2007-07-25,1042,112,016,032
31797691,54,F,B,75243,2012-11-23,1043,114,016,032
3396051,85,F,W,75243,1976-03-31,1043,114,016,032
3719317,51,F,W,75243,1994-08-04,1043,114,016,032
3311938,70,F,W,75243,1980-10-31,1043,114,016,032
41205481,18,F,,75243,2019-02-16,1043,114,016,032
9739098,37,F,W,75243,2008-10-29,1043,114,016,032
5366465,66,F,W,75243,2012-12-06,1043,114,016,032
2156100,42,F,W,75243,1994-10-23,1043,114,016,032
3243450,72,F,W,75243,1980-03-02,1043,114,016,032
21051033,72,F,W,75243,2011-04-17,1043,114,016,032
19890329,56,F,W,75243,2008-10-08,1043,114,016,032
3601812,54,F,W,75243,1996-08-24,1043,114,016,032
20119288,48,F,W,75243,1996-10-19,1043,114,016,032
3911008,43,F,B,75231,2000-12-31,1044,114,016,005
17147938,29,F,W,75231,2008-01-05,1044,114,016,005
39328711,38,F,B,75243,2017-01-29,1044,114,016,005
358867,48,F,W,75231,2008-02-11,1044,114,016,005
31802240,25,F,W,75238,2016-03-25,1045,114,002,005
39593042,46,F,B,75238,2017-05-20,1045,114,002,005
3519200,70,F,W,75238,2013-12-04,1045,114,002,005
29246954,26,F,H,75238,2012-06-23,1045,114,002,005
31423401,69,F,W,75238,2012-05-28,1045,114,002,005
32761422,27,F,B,75238,2013-12-17,1045,114,002,005
29070749,25,F,H,75238,2018-12-06,1045,114,002,005
32616935,38,F,B,75238,2018-11-06,1045,114,002,005
33357382,41,F,B,75238,2015-09-02,1045,114,002,005
40811298,18,F,,75238,2018-10-21,1045,114,002,005
3220940,62,F,W,75238,1978-10-31,1046,114,002,005
38780711,68,F,W,75218,2016-08-11,1047,107,002,005
18437076,33,F,H,75218,2010-05-08,1047,107,002,005
39026277,20,F,W,75218,2016-10-29,1047,107,002,005
4111665,55,F,H,75218,2002-01-26,1047,107,002,005
3853049,58,F,W,75218,2000-10-14,1047,107,002,005
4032316,65,F,W,75218,2004-01-16,1047,107,002,005
40806205,30,F,,75218,2018-10-04,1047,107,002,005
13433851,31,F,H,75218,2006-09-22,1047,107,002,005
4066973,35,F,W,75218,2017-10-18,1047,107,002,005
32337286,51,F,H,75218,2013-03-15,1047,107,002,005
3487302,66,F,W,75218,1988-10-29,1047,107,002,005
4375397,34,F,H,75218,2003-07-12,1047,107,002,005
4533308,55,F,W,75218,2012-11-28,1048,107,002,005
17863990,84,F,W,75218,2008-03-28,1048,107,002,005
3272693,82,F,W,75218,1976-03-31,1048,107,002,005
40922622,42,F,,75218,2018-11-16,1048,107,002,005
15978143,73,F,W,75218,2000-07-14,1048,107,002,005
4300394,43,F,W,75218,2004-12-16,1048,107,002,005
13248771,49,F,W,75218,2000-02-18,1048,107,002,005
31809969,27,F,B,75231,2012-10-19,1049,114,016,005
20023297,49,F,B,75231,2008-11-04,1049,114,016,005
4448818,49,F,W,75231,2006-05-13,1049,114,016,005
255135,76,F,W,75231,2006-01-25,1049,114,016,005
40219730,58,F,W,75231,2018-11-06,1049,114,016,005
13250077,58,F,W,75231,2006-11-07,1049,114,016,005
4048462,39,F,W,75231,2016-03-01,1049,114,016,005
3474639,66,F,W,75231,1978-08-31,1049,114,016,005
38183707,36,F,W,75231,2016-02-14,1049,114,016,005
12090726,36,F,W,75231,2008-11-04,1049,114,016,005
9341934,46,F,W,75218,2010-05-01,1052,107,002,005
17608292,48,F,W,75218,1988-10-10,1052,107,002,005
4124484,46,F,W,75218,2000-12-30,1052,107,002,005
29103894,41,F,B,75218,2012-02-06,1052,107,002,005
3338336,61,F,W,75218,1982-04-07,1052,107,002,005
40410895,37,F,,75218,2018-02-28,1052,107,002,005
3803736,39,F,W,75218,1997-06-14,1052,107,002,005
3578830,81,F,W,75218,1982-08-12,1052,107,002,005
3683960,48,F,W,75218,1997-10-18,1052,107,002,005
79160,44,F,W,75218,2010-09-17,1052,107,002,005
20479553,37,F,W,75218,2017-09-09,1052,107,002,005
40812819,49,F,,75218,2018-11-06,1052,107,002,005
14555611,53,F,A,75218,2009-04-08,1052,107,002,005
56528,38,F,W,75218,2015-05-31,1052,107,002,005
3544030,47,F,W,75218,1990-02-09,1052,107,002,005
10249974,33,F,H,75218,2016-03-01,1052,107,002,005
31798180,69,F,W,75218,2012-11-06,1052,107,002,005
4154397,45,F,W,75228,2002-09-29,1054,100,002,005
40930783,68,F,,75228,2019-01-06,1054,100,002,005
3596482,49,F,H,75228,1993-04-04,1054,100,002,005
4037665,64,F,W,75228,2000-10-25,1054,100,002,005
40930726,48,F,,75228,2019-01-03,1054,100,002,005
3955223,71,F,W,75228,1997-08-07,1054,100,002,005
4043591,50,F,W,75228,2003-01-01,1054,100,002,005
3433664,63,F,W,75228,1990-11-29,1054,100,002,005
3557104,71,F,W,75228,1980-12-01,1055,107,002,005
39328934,40,F,B,75228,2016-12-21,1056,107,002,005
3755656,72,F,W,75228,1996-07-13,1056,107,002,005
38418209,27,F,H,75228,2016-07-22,1056,107,002,005
20476430,29,F,W,75228,2009-10-31,1056,107,002,005
3918544,40,F,H,75228,2000-04-30,1057,100,002,005
3334059,96,F,H,75228,1976-03-31,1057,100,002,005
3670309,56,F,H,75228,1994-03-06,1057,100,002,005
23708344,45,F,H,75228,2013-07-27,1057,100,002,005
38418271,20,F,W,75228,2016-06-10,1057,100,002,005
3340047,71,F,W,75228,1984-10-19,1057,100,002,005
36916207,22,F,H,75228,2014-06-27,1057,100,002,005
2158718,84,F,W,75228,1996-04-12,1057,100,002,005
3596564,93,F,H,75228,1993-05-20,1058,100,002,005
4071623,61,F,W,75228,2003-05-15,1058,100,002,005
19418972,47,F,H,75228,2010-07-28,1058,100,002,005
36950342,81,F,A,75228,2014-04-25,1058,100,002,005
17784291,63,F,W,75228,2008-02-29,1058,100,002,005
41320841,72,F,,75228,2019-04-19,1058,100,002,005
38773586,20,F,H,75228,2016-09-17,1058,100,002,005
37939512,21,F,H,75228,2015-09-18,1058,100,002,005
2925290,75,F,W,75228,2007-07-26,1058,100,002,005
36950133,37,F,W,75218,2014-06-08,1059,100,002,005
38773643,20,F,W,75218,2016-11-04,1060,100,002,005
3522796,53,F,W,75228,1994-01-16,1060,100,002,005
3456505,59,F,W,75218,1982-03-01,1060,100,002,005
7580063,56,F,W,75228,2012-10-26,1060,100,002,005
37943268,21,F,W,75228,2015-07-20,1060,100,002,005
24324953,28,F,W,75218,2012-08-31,1060,100,002,005
3910936,63,F,W,75218,2000-12-02,1060,100,002,005
3422381,56,F,W,75218,1986-05-18,1060,100,002,005
40439075,31,F,,75218,2018-01-26,1060,100,002,005
21086974,59,F,W,75228,2011-05-09,1060,100,002,005
3868786,57,F,W,75218,1998-08-05,1060,100,002,005
32622053,32,F,W,75218,2013-12-06,1060,100,002,005
4047707,54,F,W,75218,2001-01-28,1060,100,002,005
16261866,31,F,W,75228,2008-03-19,1060,100,002,005
40796120,27,F,W,75218,2018-10-27,1060,100,002,005
4987034,49,F,W,75228,2018-10-27,1060,100,002,005
37148516,47,F,W,75218,2014-09-14,1060,100,002,005
39866388,69,F,W,75228,2018-01-04,1060,100,002,005
37671083,37,F,W,75218,2015-05-13,1060,100,002,005
13903355,45,F,W,75218,2000-10-19,1060,100,002,005
19587580,34,F,W,75218,2008-11-02,1060,100,002,005
537638,38,F,H,75228,2006-07-19,1061,100,002,005
41194957,18,F,,75228,2019-02-15,1063,100,002,030
2474749,40,F,W,75228,2016-09-20,1063,100,002,030
20268863,76,F,W,75228,2008-11-04,1063,100,002,030
37671126,21,F,H,75228,2015-08-19,1063,100,002,030
20087007,28,F,H,75228,2008-11-07,1063,100,002,030
37391976,22,F,B,75228,2014-11-04,1063,100,002,030
38187522,36,F,H,75228,2016-03-09,1063,100,002,030
3631708,60,F,B,75228,1994-12-07,1064,100,023,030
3803439,47,F,B,75228,1997-03-09,1065,100,023,030
39596992,51,F,W,75228,2017-08-18,1065,100,023,030
38772171,32,F,W,75228,2016-09-25,1065,100,023,030
29019780,49,F,B,75228,2018-01-01,1065,100,023,030
37388993,26,F,H,75228,2014-12-25,1065,100,023,030
3766544,46,F,W,75228,2018-10-25,1065,100,023,030
39332666,64,F,B,75228,2017-03-16,1065,100,023,030
37670482,25,F,H,75228,2015-06-07,1065,100,023,030
20183212,68,F,B,75228,2000-08-27,1065,100,023,030
4106316,71,F,B,75246,2000-02-02,1069,108,023,030
40400129,32,F,,75226,2018-03-22,1070,108,023,032
3636469,49,F,B,75246,2012-10-27,1070,108,023,032
20829627,50,F,W,75204,2010-12-17,1070,108,023,032
3412265,70,F,H,75246,1984-10-04,1070,108,023,032
20766463,26,F,B,75246,2013-10-24,1070,108,023,032
32761409,53,F,B,75226,2014-02-08,1070,108,023,032
3681461,55,F,W,75204,1996-02-24,1070,108,023,032
20139394,38,F,H,75223,2008-05-24,1070,108,023,032
39866552,35,F,W,75214,2017-09-02,1071,108,002,032
8878298,105,F,W,75214,2006-10-26,1071,108,002,032
41327953,26,F,W,75214,2019-05-15,1071,108,002,032
19978292,34,F,W,75214,2008-10-10,1071,108,002,032
39866533,45,F,W,75214,2017-08-13,1071,108,002,032
24267044,25,F,W,75214,2018-04-27,1071,108,002,032
20202935,53,F,W,75214,2008-10-27,1071,108,002,032
17333473,36,F,W,75214,2009-10-21,1071,108,002,032
21131698,27,F,H,75214,2011-08-13,1071,108,002,032
40405008,95,F,W,75214,2018-03-04,1071,108,002,032
3686423,68,F,W,75214,1991-10-27,1071,108,002,032
3240750,68,F,W,75214,1976-03-31,1071,108,002,032
37943492,21,F,W,75223,2015-10-14,1073,108,023,032
37943487,28,F,W,75214,2015-09-02,1073,108,023,032
3998185,55,F,A,75223,1999-10-31,1073,108,023,032
3592202,55,F,H,75214,1994-08-21,1073,108,023,032
39037864,25,F,H,75214,2016-11-04,1073,108,023,032
2171534,60,F,H,75214,2002-02-16,1073,108,023,032
3737516,44,F,H,75214,2016-05-12,1073,108,023,032
40982161,55,F,,75223,2018-11-28,1073,108,023,032
624928,48,F,W,75214,1994-10-12,1073,108,023,032
3600440,57,F,W,75214,1996-04-06,1073,108,023,032
3631339,72,F,W,75214,1994-10-16,1073,108,023,032
23118330,37,F,H,75223,2012-05-16,1073,108,023,032
3970717,41,F,H,75214,2000-11-07,1073,108,023,032
15420892,48,F,H,75223,2007-11-06,1074,108,023,030
2346805,32,F,H,75214,2004-03-22,1074,108,023,030
3762444,39,F,H,75223,2000-04-23,1074,108,023,030
16570870,43,F,W,75223,2011-08-31,1074,108,023,030
4100146,42,F,W,75223,2000-10-20,1074,108,023,030
13724446,49,F,H,75223,1996-03-24,1074,108,023,030
39870224,32,F,W,75214,2017-09-09,1075,100,002,030
13885655,30,F,W,75214,2016-06-23,1075,100,002,030
40806312,59,F,,75214,2018-11-06,1075,100,002,030
4004224,53,F,W,75214,1996-11-05,1075,100,002,030
32629242,32,F,W,75214,2013-12-14,1075,100,002,030
37281939,41,F,W,75223,2014-10-16,1075,100,002,030
29262842,64,F,W,75214,2012-06-07,1076,100,002,030
40394910,29,F,,75214,2018-06-17,1076,100,002,030
3649572,56,F,W,75223,1993-07-04,1076,100,002,030
17406958,29,F,A,75223,2012-09-15,1076,100,002,030
3980707,67,F,W,75214,2001-03-10,1076,100,002,030
13572562,60,F,W,75223,2006-09-28,1076,100,002,030
3816492,44,F,W,75214,1992-10-17,1076,100,002,030
9307660,37,F,W,75214,2007-10-12,1076,100,002,030
31799127,41,F,W,75214,2012-10-07,1076,100,002,030
32812700,49,F,W,75223,2016-08-27,1076,100,002,030
17716570,38,F,W,75214,2008-02-27,1076,100,002,030
2409765,86,F,W,75223,2004-11-02,1076,100,002,030
39340154,61,F,B,75228,2017-02-27,1078,100,023,030
3772170,72,F,B,75228,1999-10-29,1078,100,023,030
40884181,29,F,,75228,2018-11-06,1078,100,023,030
13169443,47,F,B,75228,2006-11-22,1078,100,023,030
38773906,69,F,W,75228,2016-09-04,1078,100,023,030
39597268,54,F,W,75228,2017-06-17,1078,100,023,030
37131652,78,F,H,75228,2014-09-17,1078,100,023,030
37392981,37,F,B,75228,2014-12-05,1079,100,002,030
4175659,42,F,B,75228,2004-04-28,1079,100,002,030
40600637,18,F,,75228,2018-10-17,1079,100,002,030
4671772,31,F,W,75228,2017-11-15,1079,100,002,030
39601410,20,F,H,75228,2017-07-08,1079,100,002,030
38478041,42,F,A,75228,2016-04-09,1079,100,002,030
17536165,59,F,B,75228,2002-04-17,1079,100,002,030
37671484,52,F,W,75228,2015-05-07,1079,100,002,030
39050680,28,F,H,75228,2016-11-08,1080,100,023,030
17702786,30,F,W,75228,2016-12-04,1080,100,023,030
33699690,67,F,B,75228,2014-12-21,1080,100,023,030
4221190,33,F,H,75228,2004-06-19,1080,100,023,030
13733530,38,F,B,75228,2007-03-30,1080,100,023,030
39870349,19,F,H,75228,2017-12-15,1080,100,023,030
3646913,56,F,H,75228,1991-09-12,1081,100,002,030
36950069,29,F,B,75228,2014-05-27,1081,100,002,030
38426183,20,F,W,75228,2016-06-26,1081,100,002,030
